date,victim_count,victim_age,id,total_words,total_victims,fatalities,suspect_1_age,suspect_2_age
2016-06-12,18,26,81,124798,102,49,29,NA
2016-06-12,19,22,81,124798,102,49,29,NA
2016-06-12,20,22,81,124798,102,49,29,NA
2016-06-12,21,41,81,124798,102,49,29,NA
2016-06-12,22,27,81,124798,102,49,29,NA
2016-06-12,23,30,81,124798,102,49,29,NA
2016-06-12,24,40,81,124798,102,49,29,NA
2016-06-12,25,19,81,124798,102,49,29,NA
2016-06-12,26,30,81,124798,102,49,29,NA
2016-06-12,27,25,81,124798,102,49,29,NA
2016-06-12,28,32,81,124798,102,49,29,NA
2016-06-12,29,49,81,124798,102,49,29,NA
2016-06-12,30,35,81,124798,102,49,29,NA
2016-06-12,31,18,81,124798,102,49,29,NA
2016-06-12,32,37,81,124798,102,49,29,NA
2016-06-12,33,27,81,124798,102,49,29,NA
2016-06-12,34,23,81,124798,102,49,29,NA
2016-06-12,35,25,81,124798,102,49,29,NA
2016-06-12,36,36,81,124798,102,49,29,NA
2016-06-12,37,32,81,124798,102,49,29,NA
2016-06-12,38,25,81,124798,102,49,29,NA
2016-06-12,39,37,81,124798,102,49,29,NA
2016-06-12,40,24,81,124798,102,49,29,NA
2016-06-12,41,24,81,124798,102,49,29,NA
2016-06-12,42,35,81,124798,102,49,29,NA
2016-06-12,43,25,81,124798,102,49,29,NA
2016-06-12,44,34,81,124798,102,49,29,NA
2016-06-12,45,33,81,124798,102,49,29,NA
2016-06-12,46,25,81,124798,102,49,29,NA
2016-06-12,47,22,81,124798,102,49,29,NA
2016-06-12,48,37,81,124798,102,49,29,NA
2016-06-12,49,31,81,124798,102,49,29,NA
2016-07-07,1,48,82,76643,16,5,25,NA
2016-07-07,2,40,82,76643,16,5,25,NA
2016-07-07,3,55,82,76643,16,5,25,NA
2016-07-07,4,43,82,76643,16,5,25,NA
2016-07-07,5,32,82,76643,16,5,25,NA
2016-07-17,1,45,83,29568,6,3,29,NA
2016-07-17,2,41,83,29568,6,3,29,NA
2016-07-17,3,32,83,29568,6,3,29,NA
2016-09-23,1,95,84,2129,5,5,20,NA
2016-09-23,2,61,84,2129,5,5,20,NA
2016-09-23,3,64,84,2129,5,5,20,NA
2016-09-23,4,16,84,2129,5,5,20,NA
2016-09-23,5,52,84,2129,5,5,20,NA
2017-01-06,1,69,85,11227,11,5,26,NA
2017-01-06,2,62,85,11227,11,5,26,NA
2017-01-06,3,56,85,11227,11,5,26,NA
2017-01-06,4,70,85,11227,11,5,26,NA
2017-01-06,5,84,85,11227,11,5,26,NA
2017-04-18,1,34,86,1020,3,3,39,NA
2017-04-18,2,37,86,1020,3,3,39,NA
2017-04-18,3,58,86,1020,3,3,39,NA
2017-05-12,1,36,87,0,3,3,42,NA
2017-05-12,2,48,87,0,3,3,42,NA
2017-05-12,3,46,87,0,3,3,42,NA
2017-06-05,1,53,88,468,5,5,45,NA
2017-06-05,2,46,88,468,5,5,45,NA
2017-06-05,3,44,88,468,5,5,45,NA
2017-06-05,4,57,88,468,5,5,45,NA
2017-06-05,5,69,88,468,5,5,45,NA
2017-06-07,1,26,89,0,3,3,24,NA
2017-06-07,2,47,89,0,3,3,24,NA
2017-06-07,3,63,89,0,3,3,24,NA
2017-06-14,1,56,90,234,5,3,38,NA
2017-06-14,2,46,90,234,5,3,38,NA
2017-06-14,3,50,90,234,5,3,38,NA
2017-10-01,1,35,91,74555,604,58,64,NA
2017-10-01,2,35,91,74555,604,58,64,NA
2017-10-01,3,49,91,74555,604,58,64,NA
2017-10-01,4,34,91,74555,604,58,64,NA
2017-10-01,5,54,91,74555,604,58,64,NA
2017-10-01,6,44,91,74555,604,58,64,NA
2017-10-01,7,40,91,74555,604,58,64,NA
2017-10-01,8,50,91,74555,604,58,64,NA
2017-10-01,9,34,91,74555,604,58,64,NA
2017-10-01,10,28,91,74555,604,58,64,NA
2017-10-01,11,58,91,74555,604,58,64,NA
2017-10-01,12,29,91,74555,604,58,64,NA
2017-10-01,13,54,91,74555,604,58,64,NA
2017-10-01,14,22,91,74555,604,58,64,NA
2017-10-01,15,50,91,74555,604,58,64,NA
2017-10-01,16,39,91,74555,604,58,64,NA
2017-10-01,17,31,91,74555,604,58,64,NA
2017-10-01,18,52,91,74555,604,58,64,NA
2017-10-01,19,20,91,74555,604,58,64,NA
2017-10-01,20,34,91,74555,604,58,64,NA
2017-10-01,21,44,91,74555,604,58,64,NA
2017-10-01,22,42,91,74555,604,58,64,NA
2017-10-01,23,38,91,74555,604,58,64,NA
2017-10-01,24,34,91,74555,604,58,64,NA
2017-10-01,25,33,91,74555,604,58,64,NA
2017-10-01,26,42,91,74555,604,58,64,NA
2017-10-01,27,55,91,74555,604,58,64,NA
2017-10-01,28,23,91,74555,604,58,64,NA
2017-10-01,29,28,91,74555,604,58,64,NA
2017-10-01,30,28,91,74555,604,58,64,NA
2017-10-01,31,29,91,74555,604,58,64,NA
2017-10-01,32,67,91,74555,604,58,64,NA
2017-10-01,33,24,91,74555,604,58,64,NA
2017-10-01,34,35,91,74555,604,58,64,NA
2017-10-01,35,33,91,74555,604,58,64,NA
2017-10-01,36,35,91,74555,604,58,64,NA
2017-10-01,37,31,91,74555,604,58,64,NA
2017-10-01,38,46,91,74555,604,58,64,NA
2017-10-01,39,56,91,74555,604,58,64,NA
2017-10-01,40,26,91,74555,604,58,64,NA
2017-10-01,41,21,91,74555,604,58,64,NA
2017-10-01,42,20,91,74555,604,58,64,NA
2017-10-01,43,28,91,74555,604,58,64,NA
2017-10-01,44,40,91,74555,604,58,64,NA
2017-10-01,45,34,91,74555,604,58,64,NA
2017-10-01,46,48,91,74555,604,58,64,NA
2017-10-01,47,28,91,74555,604,58,64,NA
2017-10-01,48,61,91,74555,604,58,64,NA
2017-10-01,49,20,91,74555,604,58,64,NA
2017-10-01,50,50,91,74555,604,58,64,NA
2017-10-01,51,21,91,74555,604,58,64,NA
2017-10-01,52,53,91,74555,604,58,64,NA
2017-10-01,53,30,91,74555,604,58,64,NA
2017-10-01,54,56,91,74555,604,58,64,NA
2017-10-01,55,46,91,74555,604,58,64,NA
2017-10-01,56,32,91,74555,604,58,64,NA
2017-10-01,57,55,91,74555,604,58,64,NA
2017-10-01,58,42,91,74555,604,58,64,NA
2017-10-18,1,53,92,0,6,3,37,NA
2017-10-18,2,34,92,0,6,3,37,NA
2017-10-18,3,48,92,0,6,3,37,NA
2017-11-01,1,66,93,525,3,3,47,NA
2017-11-01,2,26,93,525,3,3,47,NA
2017-11-01,3,52,93,525,3,3,47,NA
2017-11-05,1,62,94,38865,46,26,26,NA
2017-11-05,2,51,94,38865,46,26,26,NA
2017-11-05,3,51,94,38865,46,26,26,NA
2017-11-05,4,60,94,38865,46,26,26,NA
2017-11-05,5,36,94,38865,46,26,26,NA
2017-11-05,6,11,94,38865,46,26,26,NA
2017-11-05,7,13,94,38865,46,26,26,NA
2017-11-05,8,58,94,38865,46,26,26,NA
2017-11-05,9,36,94,38865,46,26,26,NA
2017-11-05,10,9,94,38865,46,26,26,NA
2017-11-05,11,1,94,38865,46,26,26,NA
2017-11-05,12,77,94,38865,46,26,26,NA
2017-11-05,13,68,94,38865,46,26,26,NA
2017-11-05,14,14,94,38865,46,26,26,NA
2017-11-05,15,16,94,38865,46,26,26,NA
2017-11-05,16,56,94,38865,46,26,26,NA
2017-11-05,17,56,94,38865,46,26,26,NA
2017-11-05,18,33,94,38865,46,26,26,NA
2017-11-05,19,64,94,38865,46,26,26,NA
2017-11-05,20,66,94,38865,46,26,26,NA
2017-11-05,21,30,94,38865,46,26,26,NA
2017-11-05,22,5,94,38865,46,26,26,NA
2017-11-05,23,7,94,38865,46,26,26,NA
2017-11-05,24,56,94,38865,46,26,26,NA
2017-11-05,25,71,94,38865,46,26,26,NA
2017-11-14,1,38,95,2505,15,5,44,NA
2017-11-14,2,38,95,2505,15,5,44,NA
2017-11-14,3,55,95,2505,15,5,44,NA
2017-11-14,4,56,95,2505,15,5,44,NA
2017-11-14,5,68,95,2505,15,5,44,NA
2018-01-28,1,25,96,0,5,4,28,NA
2018-01-28,2,21,96,0,5,4,28,NA
2018-01-28,3,23,96,0,5,4,28,NA
2018-01-28,4,NA,96,0,5,4,28,NA
2018-02-14,1,14,97,112309,34,17,19,NA
2018-02-14,2,14,97,112309,34,17,19,NA
2018-02-14,3,35,97,112309,34,17,19,NA
2018-02-14,4,17,97,112309,34,17,19,NA
2018-02-14,5,37,97,112309,34,17,19,NA
2018-02-14,6,14,97,112309,34,17,19,NA
2018-02-14,7,49,97,112309,34,17,19,NA
2018-02-14,8,15,97,112309,34,17,19,NA
2018-02-14,9,14,97,112309,34,17,19,NA
2018-02-14,10,14,97,112309,34,17,19,NA
2018-02-14,11,17,97,112309,34,17,19,NA
2018-02-14,12,14,97,112309,34,17,19,NA
2018-02-14,13,18,97,112309,34,17,19,NA
2018-02-14,14,17,97,112309,34,17,19,NA
2018-02-14,15,14,97,112309,34,17,19,NA
2018-02-14,16,16,97,112309,34,17,19,NA
2018-02-14,17,15,97,112309,34,17,19,NA
2018-03-09,1,48,98,1908,3,3,36,NA
2018-03-09,2,42,98,1908,3,3,36,NA
2018-03-09,3,29,98,1908,3,3,36,NA
2018-04-22,1,23,99,6103,8,4,29,NA
2018-04-22,2,21,99,6103,8,4,29,NA
2018-04-22,3,20,99,6103,8,4,29,NA
2018-04-22,4,29,99,6103,8,4,29,NA
2018-05-18,1,17,100,28248,23,10,17,NA
2018-05-18,2,16,100,28248,23,10,17,NA
2018-05-18,3,15,100,28248,23,10,17,NA
2018-05-18,4,15,100,28248,23,10,17,NA
2018-05-18,5,64,100,28248,23,10,17,NA
2018-05-18,6,15,100,28248,23,10,17,NA
2018-05-18,7,17,100,28248,23,10,17,NA
2018-05-18,8,17,100,28248,23,10,17,NA
2018-05-18,9,63,100,28248,23,10,17,NA
2018-05-18,10,14,100,28248,23,10,17,NA
2018-06-28,1,61,101,9671,7,5,38,NA
2018-06-28,2,59,101,9671,7,5,38,NA
2018-06-28,3,56,101,9671,7,5,38,NA
2018-06-28,4,34,101,9671,7,5,38,NA
2018-06-28,5,65,101,9671,7,5,38,NA
2018-09-06,1,25,102,983,5,3,29,NA
2018-09-06,2,64,102,983,5,3,29,NA
2018-09-06,3,48,102,983,5,3,29,NA
2018-09-12,1,45,103,934,5,5,54,NA
2018-09-12,2,57,103,934,5,5,54,NA
2018-09-12,3,50,103,934,5,5,54,NA
2018-09-12,4,31,103,934,5,5,54,NA
2018-09-12,5,50,103,934,5,5,54,NA
2018-09-20,1,45,104,1432,6,3,26,NA
2018-09-20,2,41,104,1432,6,3,26,NA
2018-09-20,3,21,104,1432,6,3,26,NA
2018-10-27,1,75,105,54043,17,11,46,NA
2018-10-27,2,65,105,54043,17,11,46,NA
2018-10-27,3,97,105,54043,17,11,46,NA
2018-10-27,4,66,105,54043,17,11,46,NA
2018-10-27,5,59,105,54043,17,11,46,NA
2018-10-27,6,54,105,54043,17,11,46,NA
2018-10-27,7,84,105,54043,17,11,46,NA
2018-10-27,8,86,105,54043,17,11,46,NA
2018-10-27,9,71,105,54043,17,11,46,NA
2018-10-27,10,88,105,54043,17,11,46,NA
2018-10-27,11,69,105,54043,17,11,46,NA
2018-11-07,1,48,106,15142,34,12,28,NA
2018-11-07,2,22,106,15142,34,12,28,NA
2018-11-07,3,21,106,15142,34,12,28,NA
2018-11-07,4,21,106,15142,34,12,28,NA
2018-11-07,5,54,106,15142,34,12,28,NA
2018-11-07,6,18,106,15142,34,12,28,NA
2018-11-07,7,33,106,15142,34,12,28,NA
2018-11-07,8,23,106,15142,34,12,28,NA
2018-11-07,9,20,106,15142,34,12,28,NA
2018-11-07,10,20,106,15142,34,12,28,NA
2018-11-07,11,27,106,15142,34,12,28,NA
2018-11-07,12,21,106,15142,34,12,28,NA
2018-11-19,1,38,107,844,3,3,32,NA
2018-11-19,2,28,107,844,3,3,32,NA
2018-11-19,3,25,107,844,3,3,32,NA
2019-01-23,1,54,108,1896,5,5,21,NA
2019-01-23,2,55,108,1896,5,5,21,NA
2019-01-23,3,31,108,1896,5,5,21,NA
2019-01-23,4,38,108,1896,5,5,21,NA
2019-01-23,5,65,108,1896,5,5,21,NA
2019-01-24,1,61,109,0,4,3,21,NA
2019-01-24,2,19,109,0,4,3,21,NA
2019-01-24,3,83,109,0,4,3,21,NA
2019-02-15,1,47,110,3712,11,5,45,NA
2019-02-15,2,32,110,3712,11,5,45,NA
2019-02-15,3,54,110,3712,11,5,45,NA
2019-02-15,4,37,110,3712,11,5,45,NA
2019-02-15,5,21,110,3712,11,5,45,NA
2019-05-31,1,39,111,17377,16,12,40,NA
2019-05-31,2,50,111,17377,16,12,40,NA
2019-05-31,3,39,111,17377,16,12,40,NA
2019-05-31,4,65,111,17377,16,12,40,NA
2019-05-31,5,35,111,17377,16,12,40,NA
2019-05-31,6,52,111,17377,16,12,40,NA
2019-05-31,7,60,111,17377,16,12,40,NA
2019-05-31,8,65,111,17377,16,12,40,NA
2019-05-31,9,42,111,17377,16,12,40,NA
2019-05-31,10,54,111,17377,16,12,40,NA
2019-05-31,11,57,111,17377,16,12,40,NA
2019-05-31,12,72,111,17377,16,12,40,NA
2019-07-28,1,6,112,4511,15,3,19,NA
2019-07-28,2,13,112,4511,15,3,19,NA
2019-07-28,3,25,112,4511,15,3,19,NA
2019-08-03,1,25,113,127966,48,22,21,NA
2019-08-03,2,23,113,127966,48,22,21,NA
2019-08-03,3,60,113,127966,48,22,21,NA
2019-08-03,4,41,113,127966,48,22,21,NA
2019-08-03,5,56,113,127966,48,22,21,NA
2019-08-03,6,77,113,127966,48,22,21,NA
2019-08-03,7,86,113,127966,48,22,21,NA
2019-08-03,8,66,113,127966,48,22,21,NA
2019-08-03,9,63,113,127966,48,22,21,NA
2019-08-03,10,90,113,127966,48,22,21,NA
2019-08-03,11,61,113,127966,48,22,21,NA
2019-08-03,12,46,113,127966,48,22,21,NA
2019-08-03,13,57,113,127966,48,22,21,NA
2019-08-03,14,66,113,127966,48,22,21,NA
2019-08-03,15,63,113,127966,48,22,21,NA
2019-08-03,16,15,113,127966,48,22,21,NA
2019-08-03,17,58,113,127966,48,22,21,NA
2019-08-03,18,82,113,127966,48,22,21,NA
2019-08-03,19,61,113,127966,48,22,21,NA
2019-08-03,20,68,113,127966,48,22,21,NA
2019-08-03,21,83,113,127966,48,22,21,NA
2019-08-03,22,77,113,127966,48,22,21,NA
2019-08-03,23,36,113,127966,48,22,21,NA
2019-08-04,1,22,114,76337,36,9,24,NA
2019-08-04,2,39,114,76337,36,9,24,NA
2019-08-04,3,25,114,76337,36,9,24,NA
2019-08-04,4,57,114,76337,36,9,24,NA
2019-08-04,5,25,114,76337,36,9,24,NA
2019-08-04,6,27,114,76337,36,9,24,NA
2019-08-04,7,38,114,76337,36,9,24,NA
2019-08-04,8,30,114,76337,36,9,24,NA
2019-08-04,9,36,114,76337,36,9,24,NA
2019-08-31,1,57,115,16991,32,7,36,NA
2019-08-31,2,30,115,16991,32,7,36,NA
2019-08-31,3,35,115,16991,32,7,36,NA
2019-08-31,4,29,115,16991,32,7,36,NA
2019-08-31,5,40,115,16991,32,7,36,NA
2019-08-31,6,15,115,16991,32,7,36,NA
2019-08-31,7,25,115,16991,32,7,36,NA
2019-12-06,1,19,116,12234,11,3,21,NA
2019-12-06,2,23,116,12234,11,3,21,NA
2019-12-06,3,21,116,12234,11,3,21,NA
2019-12-10,1,33,117,19493,7,4,47,50
2019-12-10,2,49,117,19493,7,4,47,50
2019-12-10,3,24,117,19493,7,4,47,50
2019-12-10,4,39,117,19493,7,4,47,50
2020-02-26,1,33,118,918,5,5,51,NA
2020-02-26,2,61,118,918,5,5,51,NA
2020-02-26,3,33,118,918,5,5,51,NA
2020-02-26,4,57,118,918,5,5,51,NA
2020-02-26,5,60,118,918,5,5,51,NA
2020-03-16,1,57,119,878,4,4,31,NA
2020-03-16,2,46,119,878,4,4,31,NA
2020-03-16,3,22,119,878,4,4,31,NA
2020-03-16,4,32,119,878,4,4,31,NA
2021-03-16,1,33,120,47964,9,8,21,NA
2021-03-16,2,54,120,47964,9,8,21,NA
2021-03-16,3,49,120,47964,9,8,21,NA
2021-03-16,4,44,120,47964,9,8,21,NA
2021-03-16,5,51,120,47964,9,8,21,NA
2021-03-16,6,69,120,47964,9,8,21,NA
2021-03-22,1,49,121,21668,10,10,21,NA
2021-03-22,2,25,121,21668,10,10,21,NA
2021-03-22,3,59,121,21668,10,10,21,NA
2021-03-22,4,23,121,21668,10,10,21,NA
2021-03-22,5,51,121,21668,10,10,21,NA
2021-03-22,6,20,121,21668,10,10,21,NA
2021-03-22,7,61,121,21668,10,10,21,NA
2021-03-22,8,51,121,21668,10,10,21,NA
2021-03-22,9,62,121,21668,10,10,21,NA
2021-03-22,10,65,121,21668,10,10,21,NA
2021-03-31,1,28,122,2381,5,4,44,NA
2021-03-31,2,50,122,2381,5,4,44,NA
2021-03-31,3,58,122,2381,5,4,44,NA
2021-03-31,4,9,122,2381,5,4,44,NA
2021-04-15,1,32,123,8003,15,8,19,NA
2021-04-15,2,19,123,8003,15,8,19,NA
2021-04-15,3,66,123,8003,15,8,19,NA
2021-04-15,4,64,123,8003,15,8,19,NA
2021-04-15,5,68,123,8003,15,8,19,NA
2021-04-15,6,48,123,8003,15,8,19,NA
2021-04-15,7,19,123,8003,15,8,19,NA
2021-04-15,8,74,123,8003,15,8,19,NA
2021-05-26,1,36,124,3009,9,9,57,NA
2021-05-26,2,63,124,3009,9,9,57,NA
2021-05-26,3,40,124,3009,9,9,57,NA
2021-05-26,4,63,124,3009,9,9,57,NA
2021-05-26,5,49,124,3009,9,9,57,NA
2021-05-26,6,42,124,3009,9,9,57,NA
2021-05-26,7,29,124,3009,9,9,57,NA
2021-05-26,8,35,124,3009,9,9,57,NA
2021-05-26,9,49,124,3009,9,9,57,NA
